individual	left	right	length	bin
EUR_82	36562799	36570547	7748	1
EUR_82	47306832	47346992	40160	6
EUR_82	48303107	48400149	97042	13
EUR_83	1164478	1247512	83034	11
EUR_83	2586193	2591704	5511	1
EUR_83	2928891	3021356	92465	12
EUR_83	3040653	3295326	254673	33
EUR_83	5430664	5442656	11992	2
EUR_83	7716657	7726088	9431	2
EUR_83	7789196	7826660	37464	5
EUR_83	7931322	7937075	5753	1
EUR_83	10600195	10600945	750	1
EUR_83	11216018	11232841	16823	3
EUR_83	11630302	11705104	74802	10
EUR_83	13764087	13940655	176568	23
EUR_83	14811750	14835169	23419	3
EUR_83	14995879	15000465	4586	1
EUR_83	16620763	16643210	22447	3
EUR_83	17008231	17049268	41037	6
EUR_83	23598533	23685874	87341	12
EUR_83	24917505	24965893	48388	7
EUR_83	25036175	25059948	23773	3
EUR_83	25324980	25464326	139346	18
EUR_83	29174539	29208331	33792	5
EUR_83	29283502	29342089	58587	8
EUR_83	29845482	30005156	159674	21
EUR_83	31177573	31223787	46214	6
EUR_83	36117337	36206135	88798	12
EUR_83	40524070	40531689	7619	1
EUR_83	41284321	41286477	2156	1
EUR_83	45278228	45280914	2686	1
EUR_83	45879695	45912009	32314	5
EUR_83	1970613	1987907	17294	3
EUR_83	2145504	2203773	58269	8
EUR_83	4796348	4837910	41562	6
EUR_83	6494181	6538844	44663	6
EUR_83	10506272	10515574	9302	2
EUR_83	10918022	10953965	35943	5
EUR_83	11078722	11122255	43533	6
EUR_83	11266596	11305525	38929	5
EUR_83	11360944	11448832	87888	12
EUR_83	11640281	11652073	11792	2
EUR_83	13222486	13266111	43625	6
EUR_83	15159254	15371253	211999	27
EUR_83	19608973	19624910	15937	3
EUR_83	24924971	24992068	67097	9
EUR_83	25563637	25640301	76664	10
EUR_83	30527970	30531255	3285	1
EUR_83	31779686	31833429	53743	7
EUR_83	32486086	32653956	167870	22
EUR_83	33316144	33385032	68888	9
EUR_83	41000258	41199187	198929	26
EUR_83	45278228	45291241	13013	2
EUR_83	46238954	46305737	66783	9
EUR_83	46927089	47022994	95905	13
EUR_83	47354042	47398829	44787	6
EUR_84	3374518	3417403	42885	6
EUR_84	10377885	10459002	81117	11
EUR_84	11216018	11305525	89507	12
EUR_84	11360944	11448832	87888	12
EUR_84	11576374	11581877	5503	1
EUR_84	11630302	11705104	74802	10
EUR_84	13189538	13266111	76573	10
EUR_84	13779593	13847038	67445	9
EUR_84	14826871	14835169	8298	2
EUR_84	25036175	25059948	23773	3
EUR_84	25095560	25217316	121756	16
EUR_84	25324980	25458170	133190	17
EUR_84	31458689	31468185	9496	2
EUR_84	31689000	31699987	10987	2
EUR_84	32555637	32557896	2259	1
EUR_84	33069398	33151065	81667	11
EUR_84	35997174	36045432	48258	7
EUR_84	36252432	36435968	183536	24
EUR_84	40538208	40541166	2958	1
EUR_84	41000258	41199187	198929	26
EUR_84	41896558	41897997	1439	1
EUR_84	45278228	45291241	13013	2
EUR_84	46363306	46397816	34510	5
EUR_84	1173834	1247512	73678	10
EUR_84	1839886	1896093	56207	8
EUR_84	1960680	2049123	88443	12
EUR_84	2586193	2591704	5511	1
EUR_84	3104088	3104808	720	1
EUR_84	4027908	4111093	83185	11
EUR_84	6542738	6721164	178426	23
EUR_84	10506272	10515574	9302	2
EUR_84	10918022	10959989	41967	6
EUR_84	11231187	11305525	74338	10
EUR_84	11655702	11699955	44253	6
EUR_84	14811750	14835169	23419	3
EUR_84	15349260	15371253	21993	3
EUR_84	19634530	19640072	5542	1
EUR_84	25063829	25084660	20831	3
EUR_84	25195532	25199710	4178	1
EUR_84	25296870	25349898	53028	7
EUR_84	31959352	32117417	158065	20
EUR_84	32131221	32163383	32162	5
EUR_84	36484847	36506563	21716	3
EUR_84	46927089	47022994	95905	13
EUR_84	48317426	48338230	20804	3
EUR_84	48392995	48415236	22241	3
EUR_85	2183069	2207970	24901	4
EUR_85	2586193	2591704	5511	1
EUR_85	3104088	3104808	720	1
EUR_85	5463548	5470404	6856	1
EUR_85	6698003	6721164	23161	3
EUR_85	10600195	10600945	750	1
EUR_85	11360944	11448832	87888	12
EUR_85	11576374	11581877	5503	1
EUR_85	11630302	11705104	74802	10
EUR_85	13943733	13965781	22048	3
EUR_85	15159254	15187887	28633	4
EUR_85	16981590	17046677	65087	9
EUR_85	17047990	17049268	1278	1
EUR_85	24917505	25026027	108522	14
EUR_85	25563637	25611484	47847	7
EUR_85	25635258	25640416	5158	1
EUR_85	31397377	31429485	32108	5
EUR_85	32647767	32653956	6189	1
EUR_85	35872885	36007338	134453	17
EUR_85	41000258	41199187	198929	26
EUR_85	49184424	49242283	57859	8
EUR_85	1837654	1904778	67124	9
EUR_85	2586193	2591704	5511	1
EUR_85	3104088	3104808	720	1
EUR_85	4027908	4111093	83185	11
EUR_85	6627187	6640538	13351	2
EUR_85	6655296	6693324	38028	5
EUR_85	7553361	7709509	156148	20
EUR_85	7719766	7790051	70285	9
EUR_85	13126809	13165195	38386	5
EUR_85	13809499	13848449	38950	5
EUR_85	14350456	14361651	11195	2
EUR_85	16017613	16026806	9193	2
EUR_85	17802358	17983358	181000	23
EUR_85	19634530	19653747	19217	3
EUR_85	25036175	25059948	23773	3
EUR_85	29283502	29342089	58587	8
EUR_85	31887661	31940402	52741	7
EUR_85	40524070	40541166	17096	3
EUR_85	41516488	41556787	40299	6
EUR_85	45262397	45300374	37977	5
EUR_85	46398210	46405121	6911	1
EUR_85	47306832	47334656	27824	4
EUR_86	2586193	2591704	5511	1
EUR_86	2955498	3021356	65858	9
EUR_86	3040653	3231239	190586	25
EUR_86	6602745	6724200	121455	16
EUR_86	7553361	7709509	156148	20
EUR_86	7719766	7790051	70285	9
EUR_86	10918022	10975940	57918	8
EUR_86	11112002	11124106	12104	2
EUR_86	11216018	11300483	84465	11
EUR_86	11406175	11448832	42657	6
EUR_86	11576374	11581877	5503	1
EUR_86	11630302	11643191	12889	2
EUR_86	13126809	13146056	19247	3
EUR_86	13844070	13848449	4379	1
EUR_86	17795981	17955174	159193	21
EUR_86	19529137	19572494	43357	6
EUR_86	23606225	23685874	79649	11
EUR_86	25002639	25016440	13801	2
EUR_86	30341238	30350365	9127	2
EUR_86	31397377	31429485	32108	5
EUR_86	33115326	33138568	23242	3
EUR_86	35997174	36045432	48258	7
EUR_86	36252432	36541055	288623	37
EUR_86	41099327	41126897	27570	4
EUR_86	41230434	41293961	63527	9
EUR_86	864720	879695	14975	2
EUR_86	1290836	1310286	19450	3
EUR_86	1662412	1753342	90930	12
EUR_86	1930497	1951751	21254	3
EUR_86	2105113	2106323	1210	1
EUR_86	2586193	2591704	5511	1
EUR_86	13764087	13940655	176568	23
EUR_86	25296870	25395086	98216	13
EUR_86	25513659	25588077	74418	10
EUR_86	29845482	30005156	159674	21
EUR_86	31276495	31289686	13191	2
EUR_86	31779686	31833429	53743	7
EUR_86	32486086	32653956	167870	22
EUR_86	41018197	41096386	78189	10
EUR_86	41251077	41293961	42884	6
EUR_86	41921691	42003534	81843	11
EUR_87	3104088	3104808	720	1
EUR_87	4027908	4027984	76	1
EUR_87	4310596	4327436	16840	3
EUR_87	6602745	6724200	121455	16
EUR_87	13779593	13856104	76511	10
EUR_87	17461735	17527378	65643	9
EUR_87	19634530	19636192	1662	1
EUR_87	24814107	24852861	38754	5
EUR_87	25061967	25096390	34423	5
EUR_87	25262226	25300164	37938	5
EUR_87	29265750	29342089	76339	10
EUR_87	30527970	30531255	3285	1
EUR_87	31414750	31420442	5692	1
EUR_87	31689000	31699987	10987	2
EUR_87	31981633	31984356	2723	1
EUR_87	45879695	45943076	63381	8
EUR_87	47939354	47988402	49048	7
EUR_87	1192577	1310286	117709	15
EUR_87	1960680	2062085	101405	13
EUR_87	2114840	2183723	68883	9
EUR_87	3104088	3104808	720	1
EUR_87	4027908	4111093	83185	11
EUR_87	5630341	5648887	18546	3
EUR_87	6280026	6288163	8137	2
EUR_87	6404273	6543588	139315	18
EUR_87	6565697	6567053	1356	1
EUR_87	6689428	6705310	15882	2
EUR_87	11216018	11300483	84465	11
EUR_87	13764087	13940655	176568	23
EUR_87	30527970	30531255	3285	1
EUR_87	31871395	31914145	42750	6
EUR_87	32612479	32622255	9776	2
EUR_87	40605745	40610338	4593	1
EUR_87	41202794	41221991	19197	3
EUR_87	41870025	42003534	133509	17
EUR_88	1893530	2111905	218375	28
EUR_88	2183069	2207970	24901	4
EUR_88	4836612	4837910	1298	1
EUR_88	6458044	6522708	64664	9
EUR_88	6602745	6693324	90579	12
EUR_88	10920126	10920372	246	1
EUR_88	11216018	11305525	89507	12
EUR_88	11360944	11448832	87888	12
EUR_88	14966249	15000465	34216	5
EUR_88	16981590	17046677	65087	9
EUR_88	17047990	17049268	1278	1
EUR_88	20308976	20366403	57427	8
EUR_88	24814107	24852861	38754	5
EUR_88	25002639	25038480	35841	5
EUR_88	25042635	25096390	53755	7
EUR_88	25174124	25217316	43192	6
EUR_88	25324980	25535269	210289	27
EUR_88	25772135	25783655	11520	2
EUR_88	31261493	31355236	93743	12
EUR_88	32169554	32338373	168819	22
EUR_88	32650396	32653956	3560	1
EUR_88	36036358	36045432	9074	2
EUR_88	36562799	36570547	7748	1
EUR_88	40524070	40531689	7619	1
EUR_88	41170307	41185884	15577	2
EUR_88	46116775	46122503	5728	1
EUR_88	46400309	46422460	22151	3
EUR_88	46927089	47022994	95905	13
EUR_88	47939354	47995369	56015	8
EUR_88	1933997	2062085	128088	17
EUR_88	4774414	4837910	63496	9
EUR_88	6602745	6679305	76560	10
EUR_88	11096292	11108285	11993	2
EUR_88	11636212	11705104	68892	9
EUR_88	14350456	14361651	11195	2
EUR_88	25045274	25053135	7861	1
EUR_88	31259615	31289686	30071	4
EUR_88	31458689	31553001	94312	12
EUR_88	31651965	31657640	5675	1
EUR_88	31981633	31984356	2723	1
EUR_88	33331719	33407005	75286	10
EUR_88	36025195	36139098	113903	15
EUR_88	40573481	40666971	93490	12
EUR_88	41000258	41101715	101457	13
EUR_88	41119295	41156450	37155	5
EUR_88	41202794	41244714	41920	6
EUR_88	45278228	45291241	13013	2
EUR_88	47306832	47398829	91997	12
EUR_89	3040653	3230731	190078	25
EUR_89	3988003	4055814	67811	9
EUR_89	6528939	6531522	2583	1
EUR_89	6648459	6677645	29186	4
EUR_89	13246701	13266111	19410	3
EUR_89	13818690	13866747	48057	7
EUR_89	13914056	13965781	51725	7
EUR_89	16017613	16024335	6722	1
EUR_89	17845928	17983358	137430	18
EUR_89	19206122	19344620	138498	18
EUR_89	25002639	25038480	35841	5
EUR_89	25042635	25096390	53755	7
EUR_89	25271432	25303883	32451	5
EUR_89	25449426	25457748	8322	2
EUR_89	25579466	25588077	8611	2
EUR_89	29845482	30005156	159674	21
EUR_89	30527970	30531255	3285	1
EUR_89	31259615	31289686	30071	4
EUR_89	31458689	31553001	94312	12
EUR_89	31969301	31982644	13343	2
EUR_89	33331719	33407005	75286	10
EUR_89	36198008	36457905	259897	33
EUR_89	36498078	36506563	8485	2
EUR_89	45278228	45291241	13013	2
EUR_89	46391591	46426354	34763	5
EUR_89	48303107	48400149	97042	13
EUR_89	1930497	2015992	85495	11
EUR_89	2256732	2305247	48515	7
EUR_89	2784832	2860763	75931	10
EUR_89	4110021	4111093	1072	1
EUR_89	5430664	5442656	11992	2
EUR_89	6602745	6693324	90579	12
EUR_89	10926913	11122255	195342	25
EUR_89	11360944	11448832	87888	12
EUR_89	11576374	11581877	5503	1
EUR_89	12111705	12172654	60949	8
EUR_89	14332120	14370739	38619	5
EUR_89	14716633	14723200	6567	1
EUR_89	16017613	16024335	6722	1
EUR_89	17035396	17049268	13872	2
EUR_89	21296343	21369344	73001	10
EUR_89	30527970	30531255	3285	1
EUR_89	31881906	31914145	32239	5
EUR_89	32023457	32046391	22934	3
EUR_89	32555637	32557896	2259	1
EUR_89	33142597	33174401	31804	5
EUR_89	35997174	36045432	48258	7
EUR_89	36207118	36308077	100959	13
EUR_89	41202794	41221991	19197	3
EUR_90	864720	887567	22847	3
EUR_90	1930497	2062085	131588	17
EUR_90	6602745	6691638	88893	12
EUR_90	7789196	7826660	37464	5
EUR_90	7931322	7937075	5753	1
EUR_90	10506272	10515574	9302	2
EUR_90	11216018	11300483	84465	11
EUR_90	11655702	11699955	44253	6
EUR_90	17802358	17983358	181000	23
EUR_90	25045274	25096390	51116	7
EUR_90	25156063	25200643	44580	6
EUR_90	30527970	30531255	3285	1
EUR_90	32206668	32338373	131705	17
EUR_90	32404436	32427441	23005	3
EUR_90	32530188	32616759	86571	11
EUR_90	35997174	36045432	48258	7
EUR_90	36251755	36370813	119058	16
EUR_90	36484847	36506563	21716	3
EUR_90	41170307	41185884	15577	2
EUR_90	41896558	41897997	1439	1
EUR_90	41986958	42003534	16576	3
EUR_90	45262397	45300374	37977	5
EUR_90	47939354	47944895	5541	1
EUR_90	864720	887567	22847	3
EUR_90	1164478	1247512	83034	11
EUR_90	4105281	4111093	5812	1
EUR_90	6178548	6231837	53289	7
EUR_90	6280026	6327028	47002	6
EUR_90	6602745	6607910	5165	1
EUR_90	6632925	6679305	46380	6
EUR_90	10306597	10382930	76333	10
EUR_90	10506272	10515574	9302	2
EUR_90	11112002	11124106	12104	2
EUR_90	11216018	11300483	84465	11
EUR_90	11360944	11376232	15288	2
EUR_90	11382827	11448832	66005	9
EUR_90	14826871	14835169	8298	2
EUR_90	15159254	15187887	28633	4
EUR_90	17464442	17527378	62936	8
EUR_90	21338203	21369344	31141	4
EUR_90	31857402	31878461	21059	3
EUR_90	31903723	31913862	10139	2
EUR_90	32203428	32338373	134945	18
EUR_90	32404436	32427441	23005	3
EUR_90	33193910	33215777	21867	3
EUR_90	36036358	36045432	9074	2
EUR_90	36562799	36570547	7748	1
EUR_90	40524070	40531689	7619	1
EUR_90	41018197	41024278	6081	1
EUR_90	41170307	41185884	15577	2
EUR_90	46400309	46422460	22151	3
EUR_90	47986949	48088186	101237	13
EUR_91	864720	887567	22847	3
EUR_91	2072165	2106323	34158	5
EUR_91	2106396	2171835	65439	9
EUR_91	2267871	2305247	37376	5
EUR_91	2586193	2591704	5511	1
EUR_91	4061533	4111093	49560	7
EUR_91	5430664	5442656	11992	2
EUR_91	6602745	6693324	90579	12
EUR_91	11216018	11300483	84465	11
EUR_91	11599177	11705104	105927	14
EUR_91	13761312	13858796	97484	13
EUR_91	16877935	16926510	48575	7
EUR_91	23598533	23685874	87341	12
EUR_91	25271432	25303883	32451	5
EUR_91	25449426	25457748	8322	2
EUR_91	31259615	31289686	30071	4
EUR_91	31779686	32175487	395801	50
EUR_91	36498078	36506563	8485	2
EUR_91	41018197	41071130	52933	7
EUR_91	41110284	41139372	29088	4
EUR_91	41164519	41199187	34668	5
EUR_91	47306832	47401302	94470	12
EUR_91	48316270	48400149	83879	11
EUR_91	2183069	2207970	24901	4
EUR_91	3629717	3635080	5363	1
EUR_91	4774414	4837910	63496	9
EUR_91	6602745	6644537	41792	6
EUR_91	7716657	7937075	220418	28
EUR_91	10600195	10600945	750	1
EUR_91	11216018	11305525	89507	12
EUR_91	11360944	11448832	87888	12
EUR_91	11576374	11581877	5503	1
EUR_91	11630302	11685547	55245	7
EUR_91	13943733	13965781	22048	3
EUR_91	15422489	15468482	45993	6
EUR_91	16631188	16643210	12022	2
EUR_91	19206122	19299322	93200	12
EUR_91	26016673	26033267	16594	3
EUR_91	29160901	29164429	3528	1
EUR_91	31379113	31417248	38135	5
EUR_91	32169554	32289064	119510	16
EUR_91	40605745	40610338	4593	1
EUR_91	47309597	47314366	4769	1
EUR_91	47359870	47384357	24487	4
EUR_92	864720	887567	22847	3
EUR_92	1164478	1247512	83034	11
EUR_92	4105281	4111093	5812	1
EUR_92	6698003	6721164	23161	3
EUR_92	10434722	10452879	18157	3
EUR_92	10583877	10600945	17068	3
EUR_92	15159254	15187887	28633	4
EUR_92	17464442	17527378	62936	8
EUR_92	21325308	21369344	44036	6
EUR_92	30527970	30531255	3285	1
EUR_92	31652163	31657640	5477	1
EUR_92	33387820	33398262	10442	2
EUR_92	36251755	36322999	71244	9
EUR_92	36484847	36506563	21716	3
EUR_92	40663673	40698609	34936	5
EUR_92	41110284	41139372	29088	4
EUR_92	41164519	41199187	34668	5
EUR_92	41284321	41286477	2156	1
EUR_92	47306832	47401302	94470	12
EUR_92	49184424	49242283	57859	8
EUR_92	2031684	2076710	45026	6
EUR_92	2183069	2207970	24901	4
EUR_92	2736684	2850589	113905	15
EUR_92	3374518	3458402	83884	11
EUR_92	5463548	5470404	6856	1
EUR_92	6528939	6602879	73940	10
EUR_92	6679093	6700305	21212	3
EUR_92	7701860	7713360	11500	2
EUR_92	10918022	10959989	41967	6
EUR_92	11360944	11448832	87888	12
EUR_92	13209473	13266111	56638	8
EUR_92	13779593	13811048	31455	4
EUR_92	13826971	13930944	103973	14
EUR_92	17795981	17983358	187377	24
EUR_92	21296343	21315460	19117	3
EUR_92	22877798	22921455	43657	6
EUR_92	23628581	23672001	43420	6
EUR_92	24656133	24671728	15595	2
EUR_92	25036175	25059948	23773	3
EUR_92	32206668	32338373	131705	17
EUR_92	32404436	32427441	23005	3
EUR_92	32530188	32616759	86571	11
EUR_92	35997174	36026986	29812	4
EUR_92	47309597	47314366	4769	1
EUR_92	47359870	47384357	24487	4
EUR_92	47939354	47995369	56015	8
EUR_92	49184424	49231801	47377	6
EUR_93	1930497	1951751	21254	3
EUR_93	3629717	3635080	5363	1
EUR_93	4774414	4837910	63496	9
EUR_93	6567114	6600481	33367	5
EUR_93	6632925	6697931	65006	9
EUR_93	7772784	7826660	53876	7
EUR_93	7931322	7937075	5753	1
EUR_93	11216018	11300483	84465	11
EUR_93	11648276	11667319	19043	3
EUR_93	12485443	12493640	8197	2
EUR_93	14811750	14835169	23419	3
EUR_93	14995879	15000465	4586	1
EUR_93	15159254	15187887	28633	4
EUR_93	15349260	15371253	21993	3
EUR_93	19608973	19624910	15937	3
EUR_93	22780357	22848615	68258	9
EUR_93	25002639	25038480	35841	5
EUR_93	25042635	25096390	53755	7
EUR_93	25271432	25303883	32451	5
EUR_93	25449426	25457748	8322	2
EUR_93	25579466	25588077	8611	2
EUR_93	30527970	30531255	3285	1
EUR_93	31397377	31429485	32108	5
EUR_93	32235566	32361768	126202	16
EUR_93	32404436	32417734	13298	2
EUR_93	33316144	33407005	90861	12
EUR_93	41170307	41185884	15577	2
EUR_93	2072165	2106323	34158	5
EUR_93	2106396	2171835	65439	9
EUR_93	2267871	2305247	37376	5
EUR_93	5730825	5739172	8347	2
EUR_93	6528939	6602879	73940	10
EUR_93	6651546	6724200	72654	10
EUR_93	10926913	11122255	195342	25
EUR_93	11360944	11448832	87888	12
EUR_93	11576374	11581877	5503	1
EUR_93	13779593	13965781	186188	24
EUR_93	17795981	17838006	42025	6
EUR_93	25296870	25395086	98216	13
EUR_93	25513659	25588077	74418	10
EUR_93	29275614	29342089	66475	9
EUR_93	32555637	32557896	2259	1
EUR_93	33142597	33174401	31804	5
EUR_93	36299913	36347691	47778	7
EUR_93	41000258	41199187	198929	26
EUR_93	48317426	48338230	20804	3
EUR_93	48392995	48415236	22241	3
EUR_94	864720	887567	22847	3
EUR_94	2586193	2591704	5511	1
EUR_94	4027908	4027984	76	1
EUR_94	4310596	4327436	16840	3
EUR_94	5430664	5442656	11992	2
EUR_94	6602745	6693324	90579	12
EUR_94	10306597	10459002	152405	20
EUR_94	10506272	10515574	9302	2
EUR_94	11244643	11303271	58628	8
EUR_94	13943733	13965781	22048	3
EUR_94	14811750	14835169	23419	3
EUR_94	14995879	15000465	4586	1
EUR_94	16620763	16643210	22447	3
EUR_94	17008231	17049268	41037	6
EUR_94	24990906	25001325	10419	2
EUR_94	25019110	25159081	139971	18
EUR_94	25312497	25395086	82589	11
EUR_94	25513659	25515534	1875	1
EUR_94	31397377	31420442	23065	3
EUR_94	31618281	31684536	66255	9
EUR_94	33327285	33407005	79720	11
EUR_94	41170307	41185884	15577	2
EUR_94	41231126	41268494	37368	5
EUR_94	41284321	41286477	2156	1
EUR_94	47939354	48009694	70340	9
EUR_94	49184424	49262031	77607	10
EUR_94	1893530	2111905	218375	28
EUR_94	6602745	6693324	90579	12
EUR_94	10600195	10600945	750	1
EUR_94	11237395	11305525	68130	9
EUR_94	11360944	11401880	40936	6
EUR_94	11554510	11705104	150594	20
EUR_94	13779593	13917230	137637	18
EUR_94	15422489	15468482	45993	6
EUR_94	16620763	16643210	22447	3
EUR_94	19332471	19333614	1143	1
EUR_94	23645794	23672256	26462	4
EUR_94	31156524	31197280	40756	6
EUR_94	31400738	31419731	18993	3
EUR_94	35997174	36045432	48258	7
EUR_94	36252432	36488394	235962	30
EUR_94	36498078	36506563	8485	2
EUR_94	40573481	40666971	93490	12
EUR_94	41000258	41101715	101457	13
EUR_94	41119295	41156450	37155	5
EUR_94	41202794	41244714	41920	6
EUR_94	41896558	41897997	1439	1
EUR_94	48390002	48400149	10147	2
EUR_95	864720	887567	22847	3
EUR_95	1893530	1901169	7639	1
EUR_95	2035623	2134882	99259	13
EUR_95	2183069	2207970	24901	4
EUR_95	2586193	2591704	5511	1
EUR_95	3988003	3992319	4316	1
EUR_95	6280026	6288163	8137	2
EUR_95	6404273	6493098	88825	12
EUR_95	6602745	6724200	121455	16
EUR_95	10397293	10496133	98840	13
EUR_95	10918022	11122255	204233	26
EUR_95	11216018	11300483	84465	11
EUR_95	13779593	13848449	68856	9
EUR_95	17464442	17527378	62936	8
EUR_95	19529137	19572494	43357	6
EUR_95	32555637	32557896	2259	1
EUR_95	33387820	33398262	10442	2
EUR_95	36025195	36139098	113903	15
EUR_95	40538208	40541166	2958	1
EUR_95	41000258	41122696	122438	16
EUR_95	41170307	41265986	95679	13
EUR_95	41284321	41286477	2156	1
EUR_95	45262397	45300374	37977	5
EUR_95	47306832	47323219	16387	3
EUR_95	48303107	48400149	97042	13
EUR_95	1970613	1987907	17294	3
EUR_95	2145504	2203773	58269	8
EUR_95	2586193	2591704	5511	1
EUR_95	2784832	2951855	167023	22
EUR_95	3168537	3231239	62702	8
EUR_95	3337799	3437224	99425	13
EUR_95	5612849	5648887	36038	5
EUR_95	10506272	10515574	9302	2
EUR_95	10918022	10987067	69045	9
EUR_95	11216018	11300483	84465	11
EUR_95	11438676	11448832	10156	2
EUR_95	12485443	12493640	8197	2
EUR_95	12722250	12727281	5031	1
EUR_95	13247006	13266111	19105	3
EUR_95	13779593	13812836	33243	5
EUR_95	15422489	15468482	45993	6
EUR_95	17795981	17965967	169986	22
EUR_95	19634530	19640072	5542	1
EUR_95	29160901	29272963	112062	15
EUR_95	31287752	31355236	67484	9
EUR_95	31458689	31553001	94312	12
EUR_95	31969301	31982644	13343	2
EUR_95	36251755	36322999	71244	9
EUR_95	40562275	40631332	69057	9
EUR_95	40655249	40719108	63859	9
EUR_95	47939354	48020626	81272	11
EUR_96	1195199	1247512	52313	7
EUR_96	1893530	1901169	7639	1
EUR_96	2035623	2183723	148100	19
EUR_96	2586193	2587997	1804	1
EUR_96	3104088	3104808	720	1
EUR_96	4027908	4065912	38004	5
EUR_96	6602745	6607910	5165	1
EUR_96	6632925	6679305	46380	6
EUR_96	10506272	10515574	9302	2
EUR_96	11112002	11124106	12104	2
EUR_96	11216018	11277910	61892	8
EUR_96	11360944	11448832	87888	12
EUR_96	11608194	11652073	43879	6
EUR_96	11686895	11705104	18209	3
EUR_96	13779593	13965781	186188	24
EUR_96	14811750	14835169	23419	3
EUR_96	17795981	17960904	164923	21
EUR_96	21296343	21315460	19117	3
EUR_96	22877798	22920201	42403	6
EUR_96	25296870	25395086	98216	13
EUR_96	31887661	31940402	52741	7
EUR_96	33244596	33275095	30499	4
EUR_96	35997174	36045432	48258	7
EUR_96	36562799	36570547	7748	1
EUR_96	40538208	40541166	2958	1
EUR_96	41943839	42003534	59695	8
EUR_96	46363306	46426354	63048	8
EUR_96	1166368	1310286	143918	19
EUR_96	1662412	1753342	90930	12
EUR_96	1930497	1951751	21254	3
EUR_96	2183069	2207970	24901	4
EUR_96	2586193	2591704	5511	1
EUR_96	3104088	3104808	720	1
EUR_96	3111902	3149103	37201	5
EUR_96	3196620	3210923	14303	2
EUR_96	6602745	6693324	90579	12
EUR_96	7716657	7937075	220418	28
EUR_96	10506272	10515574	9302	2
EUR_96	10918022	10959989	41967	6
EUR_96	11231187	11305525	74338	10
EUR_96	11360944	11376232	15288	2
EUR_96	11382827	11448832	66005	9
EUR_96	13246701	13266111	19410	3
EUR_96	14966249	15000465	34216	5
EUR_96	19332471	19333614	1143	1
EUR_96	24814107	24852861	38754	5
EUR_96	25002639	25038480	35841	5
EUR_96	25042635	25096390	53755	7
EUR_96	25174124	25217316	43192	6
EUR_96	25324980	25535269	210289	27
EUR_96	25772135	25783655	11520	2
EUR_96	30341238	30350365	9127	2
EUR_96	31969301	31982644	13343	2
EUR_96	32404436	32417734	13298	2
EUR_96	35983215	36045432	62217	8
EUR_96	36562799	36570547	7748	1
EUR_96	40524070	40532212	8142	2
EUR_96	41910381	41918830	8449	2
EUR_96	45262397	45300374	37977	5
EUR_96	47306832	47449675	142843	19
EUR_97	4836612	4837910	1298	1
EUR_97	6458044	6522708	64664	9
EUR_97	6602745	6693324	90579	12
EUR_97	11360944	11448832	87888	12
EUR_97	11608194	11652073	43879	6
EUR_97	12485443	12493640	8197	2
EUR_97	13794548	13848449	53901	7
EUR_97	24656133	24793106	136973	18
EUR_97	29275614	29342089	66475	9
EUR_97	40605745	40610338	4593	1
EUR_97	45278228	45291241	13013	2
EUR_97	47306832	47323219	16387	3
EUR_97	47967258	47992903	25645	4
EUR_97	2586193	2591704	5511	1
EUR_97	4027908	4027984	76	1
EUR_97	4310596	4327436	16840	3
EUR_97	6602745	6724200	121455	16
EUR_97	10306597	10332195	25598	4
EUR_97	11121107	11122255	1148	1
EUR_97	11225139	11282514	57375	8
EUR_97	11360944	11448832	87888	12
EUR_97	11576374	11581877	5503	1
EUR_97	12111705	12172654	60949	8
EUR_97	13779593	13965781	186188	24
EUR_97	17464442	17527378	62936	8
EUR_97	24963301	24995861	32560	5
EUR_97	25002639	25076490	73851	10
EUR_97	25078149	25217316	139167	18
EUR_97	25291565	25303883	12318	2
EUR_97	25449426	25457748	8322	2
EUR_97	27580622	27622585	41963	6
EUR_97	30527970	30531255	3285	1
EUR_97	31618281	31657640	39359	5
EUR_97	31871395	31886666	15271	2
EUR_97	31969301	31982644	13343	2
EUR_97	33387820	33398262	10442	2
EUR_97	36198008	36505654	307646	39
EUR_97	40573481	40666971	93490	12
EUR_97	41000258	41101715	101457	13
EUR_97	41119295	41156450	37155	5
EUR_97	41202794	41244714	41920	6
EUR_97	48390002	48400149	10147	2
EUR_98	1173046	1310286	137240	18
EUR_98	2046239	2185648	139409	18
EUR_98	6721990	6730412	8422	2
EUR_98	7641909	7709509	67600	9
EUR_98	7764827	7857368	92541	12
EUR_98	10506272	10515574	9302	2
EUR_98	11216018	11300483	84465	11
EUR_98	11431206	11448832	17626	3
EUR_98	11551550	11705104	153554	20
EUR_98	13832615	13848449	15834	2
EUR_98	16877935	16926510	48575	7
EUR_98	17795981	17821221	25240	4
EUR_98	19206122	19299322	93200	12
EUR_98	19634530	19653747	19217	3
EUR_98	23628581	23670239	41658	6
EUR_98	25045274	25075933	30659	4
EUR_98	25095346	25106748	11402	2
EUR_98	25319231	25426466	107235	14
EUR_98	31618281	31684536	66255	9
EUR_98	32612479	32622255	9776	2
EUR_98	33115326	33138568	23242	3
EUR_98	36251755	36322999	71244	9
EUR_98	36520464	36570547	50083	7
EUR_98	41000258	41199187	198929	26
EUR_98	45278228	45291241	13013	2
EUR_98	46361026	46426354	65328	9
EUR_98	1164478	1247512	83034	11
EUR_98	2183069	2207970	24901	4
